2191,27.94, 49
Vazao | Tempo: 5028032, Pulsos: 33, PWMooler: 243
5028691,33.94, 168
Vazao | Tempo: 5028692, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 5029032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5029532, Pulsos: 34, PWMooler: 240
5030191,33.94, 168
Vazao | Tempo: 5030192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5030532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5031032, Pulsos: 33, PWMooler: 242
5031691,33.94, 168
Vazao | Tempo: 5031692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5032032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5032532, Pulsos: 34, PWMooler: 240
5033191,33.94, 168
Vazao | Tempo: 5033192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5033532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5034032, Pulsos: 33, PWMooler: 243
5034691,33.94, 168
Vazao | Tempo: 5034692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5035032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5035532, Pulsos: 34, PWMooler: 241
5036191,33.94, 168
Vazao | Tempo: 5036192, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 5036532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5037032, Pulsos: 34, PWMooler: 241
5037691,33.94, 168
Vazao | Tempo: 5037691, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 5038032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5038532, Pulsos: 34, PWMooler: 240
5039191,33.94, 168
Vazao | Tempo: 5039192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5039532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5040032, Pulsos: 33, PWMooler: 243
5040691,33.94, 168
Vazao | Tempo: 5040692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5041032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5041532, Pulsos: 33, PWMooler: 242
5042191,33.94, 168
Vazao | Tempo: 5042192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5042532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5043032, Pulsos: 34, PWMooler: 240
5043691,33.94, 168
Vazao | Tempo: 5043692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5044032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5044532, Pulsos: 34, PWMooler: 240
5045191,33.94, 168
Vazao | Tempo: 5045192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5045532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5046032, Pulsos: 33, PWMooler: 242
5046691,33.94, 168
Vazao | Tempo: 5046692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5047032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5047532, Pulsos: 34, PWMooler: 240
5048191,33.94, 168
Vazao | Tempo: 5048192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5048532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5049032, Pulsos: 34, PWMooler: 240
5049691,33.94, 168
Vazao | Tempo: 5049692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5050032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5050532, Pulsos: 34, PWMooler: 240
5051191,33.94, 168
Vazao | Tempo: 5051192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5051532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5052032, Pulsos: 34, PWMooler: 241
5052691,33.94, 168
Vazao | Tempo: 5052692, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 5053032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5053532, Pulsos: 34, PWMooler: 241
5054191,33.94, 168
Vazao | Tempo: 5054192, Pulsos: 46, PWMooler: 221
Vazao | Tempo: 5054532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5055032, Pulsos: 34, PWMooler: 241
5055691,33.94, 168
Vazao | Tempo: 5055692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5056032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5056532, Pulsos: 34, PWMooler: 240
5057191,33.94, 168
Vazao | Tempo: 5057192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5057532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5058032, Pulsos: 34, PWMooler: 241
5058691,33.94, 168
Vazao | Tempo: 5058692, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 5059032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5059532, Pulsos: 34, PWMooler: 241
5060191,33.94, 168
Vazao | Tempo: 5060192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5060532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5061032, Pulsos: 33, PWMooler: 243
5061691,33.94, 169
Vazao | Tempo: 5061692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5062032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5062532, Pulsos: 34, PWMooler: 241
5063191,33.94, 169
Vazao | Tempo: 5063192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5063532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5064032, Pulsos: 34, PWMooler: 240
5064691,33.94, 169
Vazao | Tempo: 5064692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5065032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5065532, Pulsos: 34, PWMooler: 240
5066191,33.94, 169
Vazao | Tempo: 5066192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5066532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5067032, Pulsos: 34, PWMooler: 240
5067691,33.94, 169
Vazao | Tempo: 5067691, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5068032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5068532, Pulsos: 34, PWMooler: 240
5069191,33.94, 169
Vazao | Tempo: 5069192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5069532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5070032, Pulsos: 33, PWMooler: 242
5070691,33.94, 169
Vazao | Tempo: 5070692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5071032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5071532, Pulsos: 34, PWMooler: 240
5072191,33.94, 169
Vazao | Tempo: 5072192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5072532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5073032, Pulsos: 34, PWMooler: 240
5073691,33.94, 169
Vazao | Tempo: 5073692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5074032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5074532, Pulsos: 34, PWMooler: 240
5075191,33.94, 169
Vazao | Tempo: 5075191, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5075532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5076032, Pulsos: 33, PWMooler: 242
5076691,33.94, 169
Vazao | Tempo: 5076692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5077032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5077532, Pulsos: 33, PWMooler: 242
5078191,33.94, 169
Vazao | Tempo: 5078192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5078532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5079032, Pulsos: 34, PWMooler: 241
5079691,33.94, 169
Vazao | Tempo: 5079692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5080032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5080532, Pulsos: 34, PWMooler: 240
5081191,33.94, 169
Vazao | Tempo: 5081192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5081532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5082032, Pulsos: 34, PWMooler: 240
5082691,33.94, 169
Vazao | Tempo: 5082692, Pulsos: 46, PWMooler: 220
Vazao | Tempo: 5083032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5083532, Pulsos: 33, PWMooler: 242
5084191,33.94, 169
Vazao | Tempo: 5084192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5084532, Pulsos: 22, PWMooler: 255
Vazao | Tempo: 5085032, Pulsos: 34, PWMooler: 239
5085691,33.94, 169
Vazao | Tempo: 5085692, Pulsos: 44, PWMooler: 222
Vazao | Tempo: 5086032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5086532, Pulsos: 34, PWMooler: 240
5087191,33.94, 169
Vazao | Tempo: 5087192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5087532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5088032, Pulsos: 33, PWMooler: 242
5088691,33.94, 169
Vazao | Tempo: 5088692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5089032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5089532, Pulsos: 34, PWMooler: 241
5090191,33.94, 169
Vazao | Tempo: 5090192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5090532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5091032, Pulsos: 34, PWMooler: 240
5091691,33.94, 169
Vazao | Tempo: 5091692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5092032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5092532, Pulsos: 33, PWMooler: 242
5093191,33.94, 169
Vazao | Tempo: 5093192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5093532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5094032, Pulsos: 33, PWMooler: 243
5094691,33.94, 169
Vazao | Tempo: 5094692, Pulsos: 44, PWMooler: 225
Vazao | Tempo: 5095032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5095532, Pulsos: 33, PWMooler: 242
5096191,33.94, 169
Vazao | Tempo: 5096192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5096532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5097032, Pulsos: 34, PWMooler: 240
5097691,33.94, 169
Vazao | Tempo: 5097692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5098032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5098532, Pulsos: 34, PWMooler: 241
5099191,33.94, 169
Vazao | Tempo: 5099192, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 5099532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5100032, Pulsos: 33, PWMooler: 243
5100691,33.94, 169
Vazao | Tempo: 5100692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5101032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5101532, Pulsos: 34, PWMooler: 241
5102191,33.94, 169
Vazao | Tempo: 5102192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5102532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5103032, Pulsos: 34, PWMooler: 240
5103691,33.94, 169
Vazao | Tempo: 5103692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5104032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5104532, Pulsos: 34, PWMooler: 240
5105191,33.94, 169
Vazao | Tempo: 5105192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5105532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5106032, Pulsos: 34, PWMooler: 240
5106691,33.94, 169
Vazao | Tempo: 5106692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5107032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5107532, Pulsos: 33, PWMooler: 242
5108191,33.94, 169
Vazao | Tempo: 5108191, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5108532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5109032, Pulsos: 34, PWMooler: 240
5109691,33.94, 169
Vazao | Tempo: 5109692, Pulsos: 46, PWMooler: 220
Vazao | Tempo: 5110032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5110532, Pulsos: 34, PWMooler: 240
5111191,33.94, 169
Vazao | Tempo: 5111192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5111532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5112032, Pulsos: 34, PWMooler: 240
5112691,33.94, 169
Vazao | Tempo: 5112692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5113032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5113532, Pulsos: 34, PWMooler: 241
5114191,33.94, 169
Vazao | Tempo: 5114192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5114532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5115032, Pulsos: 34, PWMooler: 240
5115691,33.94, 169
Vazao | Tempo: 5115692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5116032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5116532, Pulsos: 34, PWMooler: 241
5117191,33.94, 169
Vazao | Tempo: 5117192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5117532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5118032, Pulsos: 34, PWMooler: 241
5118691,33.94, 169
Vazao | Tempo: 5118692, Pulsos: 46, PWMooler: 221
Vazao | Tempo: 5119032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5119532, Pulsos: 33, PWMooler: 242
5120191,33.94, 169
Vazao | Tempo: 5120192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5120532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5121032, Pulsos: 34, PWMooler: 240
5121691,33.94, 169
Vazao | Tempo: 5121692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5122032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5122532, Pulsos: 34, PWMooler: 241
5123191,33.94, 169
Vazao | Tempo: 5123192, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 5123532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5124032, Pulsos: 34, PWMooler: 240
5124691,33.94, 169
Vazao | Tempo: 5124692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5125032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5125532, Pulsos: 34, PWMooler: 241
5126191,33.94, 169
Vazao | Tempo: 5126192, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 5126532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5127032, Pulsos: 33, PWMooler: 243
5127691,33.94, 169
Vazao | Tempo: 5127692, Pulsos: 46, PWMooler: 221
Vazao | Tempo: 5128032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5128532, Pulsos: 34, PWMooler: 240
5129191,33.94, 169
Vazao | Tempo: 5129192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5129532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5130032, Pulsos: 33, PWMooler: 243
5130691,33.94, 170
Vazao | Tempo: 5130692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5131032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5131532, Pulsos: 33, PWMooler: 242
5132191,33.94, 170
Vazao | Tempo: 5132192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5132532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5133032, Pulsos: 33, PWMooler: 242
5133691,33.94, 170
Vazao | Tempo: 5133692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5134032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5134532, Pulsos: 34, PWMooler: 240
5135191,33.94, 170
Vazao | Tempo: 5135192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5135532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5136032, Pulsos: 33, PWMooler: 242
5136691,33.94, 170
Vazao | Tempo: 5136692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5137032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5137532, Pulsos: 33, PWMooler: 243
5138191,33.94, 170
Vazao | Tempo: 5138192, Pulsos: 46, PWMooler: 221
Vazao | Tempo: 5138532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5139032, Pulsos: 34, PWMooler: 240
5139691,33.94, 170
Vazao | Tempo: 5139692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5140032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5140532, Pulsos: 34, PWMooler: 240
5141191,33.94, 170
Vazao | Tempo: 5141192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5141532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5142032, Pulsos: 34, PWMooler: 240
5142691,33.94, 170
Vazao | Tempo: 5142692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5143032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5143532, Pulsos: 34, PWMooler: 240
5144191,33.94, 170
Vazao | Tempo: 5144192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5144532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5145032, Pulsos: 33, PWMooler: 243
5145691,33.94, 170
Vazao | Tempo: 5145692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5146032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5146532, Pulsos: 34, PWMooler: 240
5147191,33.94, 170
Vazao | Tempo: 5147192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5147532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5148032, Pulsos: 34, PWMooler: 240
5148691,33.94, 170
Vazao | Tempo: 5148692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5149032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5149532, Pulsos: 34, PWMooler: 240
5150191,33.94, 170
Vazao | Tempo: 5150191, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5150532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5151032, Pulsos: 34, PWMooler: 240
5151691,33.94, 170
Vazao | Tempo: 5151692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5152032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5152532, Pulsos: 34, PWMooler: 240
5153191,33.94, 170
Vazao | Tempo: 5153192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5153532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5154032, Pulsos: 33, PWMooler: 242
5154691,33.94, 170
Vazao | Tempo: 5154692, Pulsos: 46, PWMooler: 221
Vazao | Tempo: 5155032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5155532, Pulsos: 34, PWMooler: 240
5156191,33.94, 170
Vazao | Tempo: 5156192, Pulsos: 46, PWMooler: 220
Vazao | Tempo: 5156532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5157032, Pulsos: 34, PWMooler: 240
5157691,33.94, 170
Vazao | Tempo: 5157692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5158032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5158532, Pulsos: 33, PWMooler: 242
5159191,33.94, 170
Vazao | Tempo: 5159192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5159532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5160032, Pulsos: 34, PWMooler: 240
5160691,33.94, 170
Vazao | Tempo: 5160692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5161032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5161532, Pulsos: 34, PWMooler: 240
5162191,34.00, 170
Vazao | Tempo: 5162192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5162532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5163032, Pulsos: 34, PWMooler: 240
5163691,33.94, 170
Vazao | Tempo: 5163692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5164032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5164532, Pulsos: 34, PWMooler: 240
5165191,33.94, 170
Vazao | Tempo: 5165192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5165532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5166032, Pulsos: 34, PWMooler: 241
5166691,33.94, 170
Vazao | Tempo: 5166692, Pulsos: 44, PWMooler: 224
Vazao | Tempo: 5167032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5167532, Pulsos: 33, PWMooler: 243
5168191,33.94, 170
Vazao | Tempo: 5168192, Pulsos: 46, PWMooler: 221
Vazao | Tempo: 5168532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5169032, Pulsos: 34, PWMooler: 240
5169691,33.94, 170
Vazao | Tempo: 5169692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5170032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5170532, Pulsos: 33, PWMooler: 242
5171191,34.00, 170
Vazao | Tempo: 5171192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5171532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5172032, Pulsos: 34, PWMooler: 240
5172691,33.94, 170
Vazao | Tempo: 5172692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5173032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5173532, Pulsos: 33, PWMooler: 242
5174191,33.94, 170
Vazao | Tempo: 5174192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5174532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5175032, Pulsos: 33, PWMooler: 242
5175691,34.00, 170
Vazao | Tempo: 5175692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5176032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5176532, Pulsos: 34, PWMooler: 240
5177191,34.00, 170
Vazao | Tempo: 5177192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5177532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5178032, Pulsos: 33, PWMooler: 242
5178691,34.00, 170
Vazao | Tempo: 5178692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5179032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5179532, Pulsos: 33, PWMooler: 242
5180191,34.00, 170
Vazao | Tempo: 5180192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5180532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5181032, Pulsos: 34, PWMooler: 240
5181691,34.00, 170
Vazao | Tempo: 5181692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5182032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5182532, Pulsos: 34, PWMooler: 240
5183191,34.00, 170
Vazao | Tempo: 5183192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5183532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5184032, Pulsos: 34, PWMooler: 241
5184691,34.00, 170
Vazao | Tempo: 5184692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5185032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5185532, Pulsos: 34, PWMooler: 241
5186191,34.00, 170
Vazao | Tempo: 5186192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5186532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5187032, Pulsos: 34, PWMooler: 241
5187691,34.00, 170
Vazao | Tempo: 5187692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5188032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5188532, Pulsos: 34, PWMooler: 241
5189191,34.00, 170
Vazao | Tempo: 5189192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5189532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5190032, Pulsos: 34, PWMooler: 240
5190691,34.00, 170
Vazao | Tempo: 5190691, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5191032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5191532, Pulsos: 34, PWMooler: 240
5192191,34.00, 170
Vazao | Tempo: 5192192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5192532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5193032, Pulsos: 33, PWMooler: 242
5193691,34.00, 170
Vazao | Tempo: 5193692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5194032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5194532, Pulsos: 33, PWMooler: 242
5195191,34.00, 170
Vazao | Tempo: 5195192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5195532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5196032, Pulsos: 34, PWMooler: 240
5196691,34.00, 170
Vazao | Tempo: 5196692, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5197032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5197532, Pulsos: 34, PWMooler: 240
5198191,34.00, 170
Vazao | Tempo: 5198192, Pulsos: 44, PWMooler: 223
Vazao | Tempo: 5198532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5199032, Pulsos: 33, PWMooler: 243
5199691,34.06, 170
Vazao | Tempo: 5199692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5200032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5200532, Pulsos: 34, PWMooler: 240
5201191,34.06, 170
Vazao | Tempo: 5201192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5201532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5202032, Pulsos: 34, PWMooler: 240
5202691,34.06, 170
Vazao | Tempo: 5202692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5203032, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5203532, Pulsos: 34, PWMooler: 241
5204191,34.06, 170
Vazao | Tempo: 5204192, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5204532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5205032, Pulsos: 34, PWMooler: 240
5205691,34.06, 170
Vazao | Tempo: 5205692, Pulsos: 46, PWMooler: 220
Vazao | Tempo: 5206032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5206532, Pulsos: 34, PWMooler: 240
5207191,34.06, 170
Vazao | Tempo: 5207192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5207532, Pulsos: 24, PWMooler: 254
Vazao | Tempo: 5208032, Pulsos: 34, PWMooler: 241
5208691,34.06, 170
Vazao | Tempo: 5208692, Pulsos: 45, PWMooler: 222
Vazao | Tempo: 5209032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5209532, Pulsos: 33, PWMooler: 243
5210191,34.06, 170
Vazao | Tempo: 5210192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5210532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5211032, Pulsos: 34, PWMooler: 241
5211691,34.06, 170
Vazao | Tempo: 5211692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5212032, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5212532, Pulsos: 34, PWMooler: 241
5213191,34.06, 170
Vazao | Tempo: 5213192, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5213532, Pulsos: 24, PWMooler: 255
Vazao | Tempo: 5214032, Pulsos: 34, PWMooler: 241
5214691,34.06, 170
Vazao | Tempo: 5214692, Pulsos: 45, PWMooler: 223
Vazao | Tempo: 5215032, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5215532, Pulsos: 34, PWMooler: 240
5216191,34.06, 170
Vazao | Tempo: 5216192, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5216532, Pulsos: 23, PWMooler: 255
Vazao | Tempo: 5217032, Pulsos: 34, PWMooler: 240
5217691,34.06, 170
Vazao | Tempo: 5217692, Pulsos: 45, PWMooler: 221
Vazao | Tempo: 5218032, Pulsos: 24, PWMooler: 254
